transcript_id,SRR17163539,SRR17163540,SRR17163541,SRR17163542,SRR17163543,SRR17163544,SRR17163545,SRR17163546,SRR17163547,SRR17163548,SRR17163549,SRR17163550
mRNA:Solyc01g107790.2.1,269,109,105,337,132,230,387,150,110,95,287,435
mRNA:Solyc01g107810.2.1,17,101,75,122,72,0,29,137,30,15,49,324
mRNA:Solyc01g107800.4.1,460,2987,2286,2654,1332,135,575,3241,410,439,966,3873
mRNA:Solyc01g107750.3.1,6564,6247,3308,5015,6371,3797,6092,6738,7863,3892,3137,5607
mRNA:Solyc01g107820.2.1,3561,775,3192,1365,6689,1665,4199,1364,3901,4130,994,2790
mRNA:Solyc01g107850.4.1,35,44,26,23,86,23,55,33,37,13,17,69
mRNA:Solyc01g107860.3.1,1751,2773,1727,2204,2408,1183,1841,2898,2088,1224,1190,2039
mRNA:Solyc01g107870.3.1,43256,44543,40616,47550,40111,37341,43485,45845,45629,38891,37821,50965
mRNA:Solyc01g107880.3.1,14164,12712,16273,12682,12957,26153,14890,14634,13384,18774,21670,15422
mRNA:Solyc01g107890.3.1,1462,13463,4668,9980,2645,474,1197,10214,2020,401,3397,8451
mRNA:Solyc01g107900.3.1,3857,3128,1844,2039,3156,1617,2795,2277,4705,1740,847,1913
mRNA:Solyc01g107925.1.1,0,16,17,20,19,0,0,31,34,15,0,23
mRNA:Solyc01g107930.3.1,1736,1259,1309,1386,1621,1234,1853,1347,1388,1226,1100,1626
mRNA:Solyc01g107940.3.1,997,1048,644,1028,1033,357,962,975,1164,510,315,881
mRNA:Solyc01g107980.3.1,1235,1916,2037,1112,2600,207,939,1461,1262,990,365,2223
mRNA:Solyc01g108000.3.1,71,355,208,321,279,98,102,555,86,13,312,527
mRNA:Solyc01g107990.3.1,2141,1209,643,876,3351,2433,3006,1898,2049,1083,863,1198
mRNA:Solyc01g108050.3.1,64,153,52,103,79,35,67,95,98,31,31,75
mRNA:Solyc01g108060.2.1,48,39,23,31,35,32,30,23,42,26,12,22
mRNA:Solyc01g108040.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc01g150170.2.1,340,704,486,643,686,379,631,771,447,248,443,770
mRNA:Solyc01g108010.3.1,1616,1799,1389,1385,1852,1409,1762,2079,2197,1751,890,1537
mRNA:Solyc01g108020.3.1,451,812,319,790,762,306,599,888,651,255,210,892
mRNA:Solyc01g108030.5.1,4752,1235,1421,1089,2955,1758,3480,1364,5858,3351,387,1265
mRNA:Solyc01g108100.3.1,26,54,96,15,84,84,34,89,39,95,44,41
mRNA:Solyc01g108110.4.1,503,651,517,648,646,610,704,626,681,436,399,724
mRNA:Solyc01g108070.4.1,1000,1159,646,777,1339,537,1034,985,960,505,467,998
mRNA:Solyc01g108080.4.1,4024,1544,6869,5806,2126,6995,2605,2054,3310,8122,5827,5324
mRNA:Solyc01g108120.3.1,890,769,557,728,893,477,866,886,1171,585,393,775
mRNA:Solyc01g108130.5.1,703,599,802,564,894,310,619,531,800,758,364,657
mRNA:Solyc01g108140.5.1,338,530,238,356,449,160,375,423,285,202,180,438
mRNA:Solyc01g108150.3.1,6272,6386,4274,5913,7716,4544,6745,8026,8379,4501,3841,6714
mRNA:Solyc01g108170.3.1,45,188,29,85,117,11,88,216,64,22,36,111
mRNA:Solyc01g108160.3.1,5443,3715,3498,3890,4588,6017,5226,3873,4900,4837,3079,3898
mRNA:Solyc01g108180.4.1,1189,1104,1157,1087,1246,1264,1198,1326,1087,1058,1358,1392
mRNA:Solyc01g108190.3.1,455,214,229,264,473,259,311,216,591,586,173,296
mRNA:Solyc01g108200.3.1,216,168,175,187,213,131,264,233,234,137,187,314
mRNA:Solyc01g108210.4.1,342,80,340,163,181,1137,564,134,156,566,624,318
mRNA:Solyc01g108220.3.1,35,33,96,52,44,43,58,19,25,77,31,44
mRNA:Solyc01g108230.3.1,757,797,718,1006,869,541,1023,912,750,541,594,1185
mRNA:Solyc01g108240.4.1,2692,964,6972,875,4271,484,630,453,230,5298,606,1262
mRNA:Solyc01g108250.3.1,10284,3802,11778,4350,11268,6644,6350,3437,4614,19768,4101,5493
mRNA:Solyc01g108260.4.1,1657,2099,1151,1524,1821,1243,1335,1857,1647,1480,1357,1814
mRNA:Solyc01g108270.5.1,18,0,9,19,24,16,0,0,10,21,7,0
mRNA:Solyc01g108280.3.1,4467,4118,2130,3682,4651,2388,4017,4635,4721,2572,1719,3901
mRNA:Solyc01g108290.3.1,1531,1371,1152,1284,1285,855,1224,1376,1349,1087,1041,1276
mRNA:Solyc01g108320.3.1,5,0,3,0,3,8,0,4,21,59,12,7
mRNA:Solyc01g108330.2.1,26,85,22,72,152,27,60,100,86,20,42,87
mRNA:Solyc01g108300.3.1,2009,2562,1846,1881,4630,897,2230,3158,3951,1647,997,1933
mRNA:Solyc01g108350.5.1,113,25,9,16,93,67,109,15,163,97,10,25
mRNA:Solyc01g108360.5.1,119,36,25,50,72,69,117,17,97,112,0,39
mRNA:Solyc01g108390.3.1,37,183,103,180,109,21,68,292,58,18,42,143
mRNA:Solyc01g108340.3.1,1133,1232,716,971,1282,635,1059,1154,1413,671,546,1132
mRNA:Solyc01g108400.3.1,5092,5765,3982,7487,5435,905,4080,4918,4333,1980,1516,6316
mRNA:Solyc01g108410.3.1,1210,1422,1068,1222,1229,985,1255,1457,1116,975,987,1119
mRNA:Solyc01g108412.1.1,170,212,135,190,199,129,152,232,169,127,103,188
mRNA:Solyc01g108414.1.1,43,0,21,0,0,24,0,0,0,26,28,0
mRNA:Solyc01g108416.1.1,387,418,329,428,448,303,386,438,325,302,274,331
mRNA:Solyc01g108418.1.1,314,280,161,239,266,147,261,245,254,166,147,234
mRNA:Solyc01g108440.3.1,349,701,366,473,373,56,295,501,327,142,124,804
mRNA:Solyc01g108420.2.1,342,373,246,331,284,213,252,267,254,215,382,430
mRNA:Solyc01g108430.3.1,557,787,465,616,745,334,484,946,665,451,293,536
mRNA:Solyc01g108450.3.1,58,125,94,134,53,21,46,113,26,18,69,155
mRNA:Solyc01g108460.1.1,0,2,2,5,0,0,0,0,0,2,0,2
mRNA:Solyc01g108480.1.1,0,0,0,5,0,0,0,0,19,16,0,12
mRNA:Solyc01g108490.3.1,4620,1698,1284,2578,5752,1780,4683,2706,8386,2000,1381,3457
mRNA:Solyc01g108510.3.1,629,915,531,870,853,194,600,1023,791,232,323,793
mRNA:Solyc01g108520.2.1,5,30,14,28,72,0,19,51,8,14,10,29
mRNA:Solyc01g108513.1.1,336,916,360,469,1515,142,588,1283,718,219,294,841
mRNA:Solyc01g108517.1.1,13,16,9,20,32,6,18,29,25,9,9,31
mRNA:Solyc01g108500.4.1,16768,24406,25491,24267,17591,14242,14948,28186,18214,16831,21714,26738
mRNA:Solyc01g108560.4.1,134,224,58,130,329,28,178,261,280,81,29,136
mRNA:Solyc01g108530.3.1,2526,2139,1218,1265,2168,1191,1824,1582,3393,1950,710,1119
mRNA:Solyc01g108540.3.1,2409,995,690,741,1866,597,1589,819,2804,1255,206,766
mRNA:Solyc01g108550.1.1,56,27,11,29,26,10,47,13,32,23,2,15
mRNA:Solyc01g108570.3.1,545,445,165,277,618,89,297,416,713,123,53,219
mRNA:Solyc01g108580.3.1,691,1592,432,887,1365,173,564,1630,1313,221,235,1091
mRNA:Solyc01g108610.3.1,3,92,77,55,14,0,4,48,12,7,36,54
mRNA:Solyc01g108630.3.1,166,6455,939,1975,572,76,195,4760,642,94,303,1190
mRNA:Solyc01g108640.1.1,48,82,67,22,57,32,52,75,77,97,32,60
mRNA:Solyc01g108620.3.1,1429,1095,1310,972,1382,1643,1437,1305,1620,1617,1086,1181
mRNA:Solyc01g108670.4.1,209,2316,345,1650,451,90,214,1837,292,85,592,1835
mRNA:Solyc01g108710.3.1,61,189,128,44,508,76,88,339,142,74,56,44
mRNA:Solyc01g108650.3.1,321,351,235,330,278,187,385,374,229,221,308,396
mRNA:Solyc01g108660.4.1,2928,3409,3059,3801,3412,2052,2996,3573,3373,2127,2532,3703
mRNA:Solyc01g108720.2.1,0,0,17,0,8,0,0,0,0,12,0,4
mRNA:Solyc01g108730.3.1,33,40,0,10,0,74,14,18,30,0,27,0
mRNA:Solyc01g108740.3.1,0,4,0,12,3,0,0,0,4,0,4,0
mRNA:Solyc01g108600.3.1,37782,16618,29629,22638,24822,25377,33137,17704,33405,31903,18516,23218
mRNA:Solyc01g108760.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc01g108770.1.1,1,0,0,0,0,3,0,0,0,0,0,0
mRNA:Solyc01g108750.3.1,418,209,104,165,423,127,474,249,407,146,82,112
mRNA:Solyc01g108775.2.1,58,14,65,43,77,51,76,106,46,86,66,52
mRNA:Solyc01g108780.4.1,99,193,66,156,443,183,172,1420,104,60,531,1839
mRNA:Solyc01g108820.1.1,8,0,17,4,4,59,4,3,8,28,0,0
mRNA:Solyc01g108800.4.1,56,24,38,42,805,592,853,369,75,87,202,338
mRNA:Solyc01g108790.3.1,833,166,197,209,411,294,412,120,589,596,68,194
mRNA:Solyc01g108850.3.1,4,0,0,0,26,14,16,0,0,0,0,4
mRNA:Solyc01g108860.3.1,0,71,16,29,19,7,0,55,3,0,14,32
mRNA:Solyc01g108835.1.1,0,4,0,0,0,0,0,0,10,0,9,7
mRNA:Solyc01g108830.3.1,5,0,4,0,5,20,11,0,4,15,0,0
mRNA:Solyc01g108840.3.1,2901,3046,2313,2294,3572,2418,3029,3477,3263,3135,1331,2839
mRNA:Solyc01g108900.5.1,7,51,6,13,4,0,0,19,0,7,4,4
mRNA:Solyc01g108910.5.1,187,127,69,87,1008,182,235,330,716,149,31,65
mRNA:Solyc01g108880.4.1,1598,253,538,250,1430,3237,1887,395,2165,2881,484,382
mRNA:Solyc01g108890.3.1,2773,3625,2062,3191,3066,1705,2235,4005,2641,1753,1932,2948
mRNA:Solyc01g108950.3.1,22,12,9,5,9,20,12,4,0,14,23,0
mRNA:Solyc01g108920.4.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc01g108930.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc01g108940.3.1,2480,2642,1758,2321,3053,1908,2329,2940,2751,1863,1537,2122
mRNA:Solyc01g108960.1.1,123,173,97,149,120,58,157,156,118,45,57,117
mRNA:Solyc01g108970.4.1,195,191,87,184,171,96,235,207,156,71,91,145
mRNA:Solyc01g109000.1.1,2,0,0,0,0,0,3,0,4,0,0,0
mRNA:Solyc01g108990.3.1,49,42,49,50,55,46,52,54,30,11,53,66
mRNA:Solyc01g109010.3.1,625,643,463,612,680,309,615,693,687,362,414,554
mRNA:Solyc01g109040.4.1,1874,3217,3314,3087,1497,1002,1460,2840,1631,1258,1702,2705
mRNA:Solyc01g109050.2.1,42,104,32,57,104,41,60,87,113,19,8,74
mRNA:Solyc01g109060.4.1,253,491,258,307,391,235,344,434,466,224,227,264
mRNA:Solyc01g109070.2.1,467,374,324,375,410,190,317,314,602,399,192,282
mRNA:Solyc01g109080.3.1,3223,4011,2446,3333,3289,3247,3168,4059,3210,2816,2636,3022
mRNA:Solyc01g109090.2.1,5680,1195,1470,1239,3407,2883,3304,1981,6094,4711,1265,1356
mRNA:Solyc01g109100.2.1,69,159,86,127,40,79,47,108,47,51,187,130
mRNA:Solyc01g109110.3.1,4496,1049,6458,1762,5734,1589,2832,1095,1782,8093,898,2153
mRNA:Solyc01g109140.3.1,42,0,0,0,868,20,218,0,144,0,0,0
mRNA:Solyc01g109160.4.1,12,0,0,0,0,4,19,0,6,0,0,0
mRNA:Solyc01g109120.3.1,3767,480,2549,1287,1572,4011,1670,337,1526,5708,2256,1266
mRNA:Solyc01g109130.3.1,706,598,602,700,640,616,872,593,668,479,632,781
mRNA:Solyc01g109220.4.1,513,785,566,827,771,431,523,836,770,548,379,640
mRNA:Solyc01g109190.1.1,11,31,27,5,59,8,7,21,6,27,16,39
mRNA:Solyc01g109200.4.1,2548,3069,2777,2428,3528,709,1963,2279,1847,1930,1237,3470
mRNA:Solyc01g109240.4.1,3,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc01g109230.3.1,1243,373,372,313,1320,1141,1129,396,854,840,289,324
mRNA:Solyc01g109275.1.1,11,6,0,0,0,0,0,10,0,0,0,0
mRNA:Solyc01g109170.3.1,30471,4030,4703,6804,9829,15055,12510,4295,29512,38097,2305,4838
mRNA:Solyc01g109180.4.1,2787,1643,1011,1468,1070,1426,1159,1768,2856,2555,463,1985
mRNA:Solyc01g109260.3.1,682,861,928,758,849,544,784,1017,644,520,680,921
mRNA:Solyc01g109250.3.1,3148,4039,6296,3814,6401,1385,3257,3062,1676,3648,2942,7171
mRNA:Solyc01g109280.3.1,1974,1692,1831,1448,1936,1890,1816,1646,1876,2202,1533,1670
mRNA:Solyc01g109290.3.1,473,758,356,503,840,362,471,710,767,369,342,589
mRNA:Solyc01g109320.5.1,78,33,24,20,459,84,318,129,217,24,37,121
mRNA:Solyc01g109330.3.1,1532,228,286,304,1537,503,1640,377,854,487,134,292
mRNA:Solyc01g109340.4.1,1004,1590,1314,1688,845,423,669,1143,1020,623,600,1142
mRNA:Solyc01g109300.3.1,29870,30413,25637,26507,27840,22952,25992,30731,38703,26174,19287,28498
mRNA:Solyc01g109310.3.1,107,102,38,101,96,28,80,98,143,36,26,46
mRNA:Solyc01g109350.3.1,7350,6403,5888,5691,7044,6851,7597,6972,8080,6505,5035,6690
mRNA:Solyc01g109370.3.1,335,1441,814,1189,827,254,481,1699,605,184,774,1230
mRNA:Solyc01g109390.3.1,5,401,79,139,9,5,8,378,5,0,133,259
mRNA:Solyc01g109380.3.1,603,1022,1569,596,1149,353,610,862,404,526,381,819
mRNA:Solyc01g109360.3.1,5720,5898,4613,5103,4841,3506,4082,4977,5998,4803,2842,3976
mRNA:Solyc01g109400.3.1,866,1079,1015,970,940,1134,866,1193,894,807,1425,1307
mRNA:Solyc01g109430.3.1,115,808,260,622,278,47,125,789,136,31,303,644
mRNA:Solyc01g109420.3.1,773,246,361,464,524,598,578,293,520,325,669,585
mRNA:Solyc01g109410.4.1,5867,9427,5159,8001,9153,4292,5895,10017,9437,3948,4830,8389
mRNA:Solyc01g109440.2.1,68,105,119,68,90,26,87,91,44,56,46,115
mRNA:Solyc01g109450.3.1,514,671,723,709,793,389,619,975,723,398,623,902
mRNA:Solyc01g109495.2.1,2,24,11,19,7,8,0,25,2,0,9,19
mRNA:Solyc01g109470.3.1,449,162,66,117,451,25,315,340,586,132,23,258
mRNA:Solyc01g109460.3.1,5699,6345,4669,5137,10769,3633,9089,7200,8350,4171,4301,7651
mRNA:Solyc01g109500.4.1,1747,17391,17246,18424,2442,2486,2871,15904,1446,2213,18349,28297
mRNA:Solyc01g109510.3.1,3810,4498,3805,3788,4262,4091,3638,5758,3993,3484,4152,5141
mRNA:Solyc01g109520.3.1,11506,6640,7135,7609,8824,9554,9265,6863,11930,10414,6129,6932
mRNA:Solyc01g109550.2.1,31,130,152,143,58,21,45,102,22,40,84,115
mRNA:Solyc01g109540.4.1,6575,15194,5279,11382,12280,3553,7373,15680,11502,3460,4194,9861
mRNA:Solyc01g109560.3.1,2111,3403,1164,2433,3363,780,2010,3602,3687,766,732,2519
mRNA:Solyc01g109580.5.1,142,931,154,684,433,70,252,1059,200,54,166,739
mRNA:Solyc01g109570.4.1,2484,4101,3586,3653,4828,1469,2653,3993,2622,2154,2600,5154
mRNA:Solyc01g109590.3.1,557,2582,1345,2212,1162,554,631,2433,648,378,1428,2085
mRNA:Solyc01g109600.4.1,947,858,458,616,873,536,855,1241,1213,619,419,769
mRNA:Solyc01g109630.5.1,370,615,386,369,639,184,421,764,437,269,351,423
mRNA:Solyc01g109620.3.1,4939,4475,4803,4643,4577,5027,4875,4553,5426,4680,3669,4629
mRNA:Solyc01g109640.3.1,354,427,225,410,414,92,299,502,405,187,152,392
mRNA:Solyc01g109650.3.1,685,1286,893,1106,1022,264,748,1390,832,358,605,1224
mRNA:Solyc01g109680.3.1,738,664,980,852,577,799,758,618,522,723,901,872
mRNA:Solyc01g109660.2.1,20552,69843,27982,34533,44529,13415,17651,63310,40515,15414,19376,30819
mRNA:Solyc01g109700.3.1,924,6092,1969,3239,1793,323,1006,5236,853,508,1103,3357
mRNA:Solyc01g109720.3.1,103,64,128,75,228,23,138,63,148,162,13,54
mRNA:Solyc01g109740.3.1,0,0,0,0,0,0,0,3,15,0,0,4
mRNA:Solyc01g109750.2.1,16,294,8,230,102,0,16,241,23,0,12,132
mRNA:Solyc01g109710.3.1,1133,770,1018,1125,2036,959,1061,1280,1515,1229,567,1248
mRNA:Solyc01g109760.3.1,125,235,116,130,270,25,195,347,160,37,50,239
mRNA:Solyc01g109770.3.1,3263,4719,3190,3862,3692,2369,2965,4405,3868,2524,2825,3894
mRNA:Solyc01g109780.3.1,2893,1987,2810,2214,1747,1874,1978,1840,2343,2732,1609,2276
mRNA:Solyc01g163210.1.1,320,304,304,299,367,394,300,343,243,251,412,392
mRNA:Solyc01g109790.3.1,4360,16436,7271,15390,13335,2022,6484,21764,8778,2082,5465,18001
mRNA:Solyc01g163220.1.1,587,556,260,606,799,438,656,696,894,397,245,609
mRNA:Solyc01g109800.2.1,3456,747,791,1008,1879,1442,2178,1512,3800,2184,984,1671
mRNA:Solyc01g109820.1.1,13,3,11,11,0,4,3,20,3,10,10,29
mRNA:Solyc01g109810.2.1,8995,1391,1359,2206,3448,3549,6649,2576,8728,3675,1589,2801
mRNA:Solyc01g109830.3.1,1166,2085,1633,1831,2071,392,1317,2867,2093,601,967,1818
mRNA:Solyc01g109850.3.1,3941,7551,6154,7473,5020,3054,4309,7513,4729,3401,5004,7537
mRNA:Solyc01g109860.3.1,237,55,50,75,389,86,316,147,210,104,28,123
mRNA:Solyc01g109870.3.1,11975,11572,9943,11102,12572,11995,11492,12507,13598,11946,9183,11680
mRNA:Solyc01g109880.3.1,15623,10290,14109,13005,8809,15890,10772,6730,11008,16462,15679,11406
mRNA:Solyc01g109895.2.1,238,137,0,26,550,116,322,198,292,137,93,135
mRNA:Solyc01g109890.3.1,3627,2506,3437,2143,4330,2455,4106,2483,3694,5116,1106,2310
mRNA:Solyc01g109910.4.1,4258,1697,2645,2059,3906,2833,4526,2166,3173,3486,1784,2917
mRNA:Solyc01g109920.3.1,1081,0,20,15,429,737,996,5,794,692,11,15
mRNA:Solyc01g109960.3.1,1140,1137,1087,1112,1271,898,1168,1208,1382,1010,687,1232
mRNA:Solyc01g109930.4.1,23,26,11,35,29,11,19,20,19,8,6,11
mRNA:Solyc01g109940.4.1,7975,9964,7853,8923,8689,7329,7950,10894,9636,7357,6774,9085
mRNA:Solyc01g109970.3.1,2100,2256,2495,2038,2007,2131,2116,2394,2064,2118,2173,2196
mRNA:Solyc01g109980.4.1,2497,1950,1530,2204,2897,1343,2404,2619,2895,1423,1492,2533
mRNA:Solyc01g109990.4.1,2511,2731,2576,2182,2752,2430,2338,2706,2519,2698,2213,2658
mRNA:Solyc01g110010.3.1,153,198,138,150,228,120,131,210,223,90,171,129
mRNA:Solyc01g110000.3.1,15303,3439,1604,2967,4132,3903,7312,4277,20306,8661,1411,3339
mRNA:Solyc01g162890.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc01g110090.1.1,8,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc01g110060.3.1,657,1896,505,1018,1124,318,704,1689,732,274,426,1315
mRNA:Solyc01g110020.4.1,1713,2200,1624,1893,2036,1070,1613,2360,1987,1070,1152,1806
mRNA:Solyc01g110030.3.1,1142,1671,797,1278,1453,559,1140,1603,1623,650,533,1132
mRNA:Solyc01g110100.4.1,68,181,212,172,185,57,123,162,111,61,87,180
mRNA:Solyc01g110140.5.1,4,48,28,104,24,8,37,23,0,0,15,39
mRNA:Solyc01g110130.3.1,1104,3385,786,1714,1703,1163,1253,2944,1015,847,991,1809
mRNA:Solyc01g110110.3.1,120,60,65,63,5306,2245,3350,783,78,94,233,489
mRNA:Solyc01g110120.3.1,46879,28149,26427,28068,39203,40875,45509,33182,45464,37778,24280,32749
mRNA:Solyc01g110160.5.1,359,244,316,332,291,96,321,288,198,165,189,278
mRNA:Solyc01g110180.5.1,26,85,44,80,29,15,22,57,16,9,49,37
mRNA:Solyc01g110190.4.1,281,934,498,776,405,214,268,851,296,189,480,776
mRNA:Solyc01g110270.3.1,1076,1024,1347,933,797,1525,1004,807,731,1191,1669,877
mRNA:Solyc01g110280.3.1,899,935,545,904,915,276,820,997,975,453,413,946
mRNA:Solyc01g110290.3.1,2294,5276,2684,4832,3733,1234,2401,6853,3083,1051,2883,6641
mRNA:Solyc01g110300.4.1,3793,4047,2306,3024,3610,2568,3154,3726,4442,2903,2025,3162
mRNA:Solyc01g110320.4.1,4,64,7,20,0,0,0,46,0,3,18,36
mRNA:Solyc01g110340.5.1,148,4547,294,1589,185,11,76,5674,255,9,433,1458
mRNA:Solyc01g110350.2.1,175,232,133,175,292,160,192,369,236,151,207,260
mRNA:Solyc01g110310.3.1,6840,5095,6399,5771,8419,3021,5496,5201,8193,7234,2772,4800
mRNA:Solyc01g110370.4.1,1336,883,1350,1018,828,673,1093,973,684,1105,512,1067
mRNA:Solyc01g110380.3.1,2267,3475,2271,4227,2009,1495,2263,3186,1876,1999,1583,3339
mRNA:Solyc01g110360.3.1,87749,64978,103212,81818,47374,61305,63395,43806,50456,71368,40745,53291
mRNA:Solyc01g110390.2.1,6167,4480,4647,4788,4544,5515,5365,4187,5352,5381,4042,4545
mRNA:Solyc01g110400.2.1,265,270,142,228,277,138,230,238,365,246,87,216
mRNA:Solyc01g110410.3.1,6201,5814,4194,4834,5294,4066,4763,5159,6074,5170,3110,4771
mRNA:Solyc01g110470.3.1,596,553,553,505,704,514,542,497,651,467,446,482
mRNA:Solyc01g110430.3.1,25134,21147,36409,23551,47232,6448,25065,27844,17013,22980,10249,37477
mRNA:Solyc01g110450.3.1,2780,3381,2416,3188,5427,2530,3420,3950,3981,1971,2149,3564
mRNA:Solyc01g110460.4.1,909,1062,557,945,1269,767,1106,1281,1202,632,717,1010
mRNA:Solyc01g110480.4.1,6631,6794,8478,5249,10542,3490,6731,6202,5999,7981,3419,6823
mRNA:Solyc01g110500.3.1,0,7,4,0,29,9,17,6,47,0,0,0
mRNA:Solyc01g110490.5.1,2057,2093,1168,1526,2338,970,1899,2363,2311,1229,736,1578
mRNA:Solyc01g110510.3.1,31,34,19,20,33,15,30,31,69,20,4,22
mRNA:Solyc01g110520.3.1,2981,3551,2256,2981,2830,1303,2634,2838,2839,1873,1211,2921
mRNA:Solyc01g110530.3.1,1768,3921,2708,3763,2110,1795,1924,3646,2013,1665,2865,3245
mRNA:Solyc01g110570.3.1,11,119,8,19,0,4,9,45,35,6,4,46
mRNA:Solyc01g110555.1.1,144,348,187,197,138,164,125,338,162,159,124,193
mRNA:Solyc01g110580.2.1,16,69,60,69,8,0,12,64,24,4,17,53
mRNA:Solyc01g110590.5.1,9,34,25,25,0,15,6,8,11,7,12,11
mRNA:Solyc01g110540.3.1,1913,3318,1417,2384,2920,994,1680,2798,2697,1210,1235,2300
mRNA:Solyc01g110550.3.1,623,637,546,617,708,356,641,714,717,358,428,568
mRNA:Solyc01g110600.2.1,12,98,76,76,7,8,8,111,17,8,18,59
mRNA:Solyc01g110620.1.1,9,10,5,12,3,0,4,4,0,1,10,2
mRNA:Solyc01g110630.5.1,16,19,19,13,6,3,9,25,9,0,30,10
mRNA:Solyc01g110640.2.1,201,139,109,114,96,88,82,52,208,148,15,50
mRNA:Solyc01g150172.1.1,259,283,135,219,259,73,170,153,360,212,45,137
mRNA:Solyc01g110647.1.1,5,6,4,4,6,0,4,9,10,11,5,7
mRNA:Solyc01g110660.4.1,80,126,84,103,44,25,60,80,98,41,52,54
mRNA:Solyc01g110670.3.1,114,123,122,116,46,106,102,83,147,98,79,78
mRNA:Solyc01g110680.4.1,35,47,55,120,36,93,80,44,59,69,58,36
mRNA:Solyc01g150173.1.1,75,55,28,30,55,13,35,35,72,30,5,12
mRNA:Solyc01g150174.1.1,291,230,102,136,260,70,168,155,324,134,43,78
mRNA:Solyc01g110686.1.1,88,70,25,42,109,29,64,56,138,27,7,16
mRNA:Solyc01g150175.1.1,58,64,45,33,81,20,53,47,86,42,22,12
mRNA:Solyc01g110710.3.1,39,85,24,109,8,8,41,84,40,13,69,81
mRNA:Solyc01g110720.2.1,39,55,61,115,7,41,110,121,58,37,93,111
mRNA:Solyc01g110730.4.1,30,22,24,50,14,7,29,12,18,15,7,23
mRNA:Solyc01g110770.2.1,100,72,74,207,34,57,104,133,82,20,154,214
mRNA:Solyc01g110780.1.1,20,14,14,16,38,12,16,16,20,11,7,9
mRNA:Solyc01g110790.3.1,108,149,178,290,132,105,71,205,147,109,147,202
mRNA:Solyc01g110800.3.1,19,3,4,24,12,0,0,42,15,12,5,12
mRNA:Solyc01g110810.3.1,80,76,61,111,106,35,78,112,80,48,68,127
mRNA:Solyc01g110840.3.1,85,45,66,42,119,11,47,43,68,71,20,50
mRNA:Solyc01g110860.1.1,20,24,23,11,31,7,17,10,11,11,11,0
mRNA:Solyc01g110870.3.1,8,3,5,7,0,0,6,4,6,12,8,0
mRNA:Solyc01g110880.1.1,16,25,11,19,8,0,0,27,7,10,0,2
mRNA:Solyc01g110890.1.1,4,0,7,0,0,0,0,0,0,4,0,0
mRNA:Solyc01g110900.1.1,6,19,16,27,6,10,22,8,42,23,14,16
mRNA:Solyc01g110910.4.1,33,40,64,77,36,87,48,40,44,62,138,131
mRNA:Solyc01g110903.1.1,15,37,50,83,36,59,57,45,15,9,163,110
mRNA:Solyc01g110907.1.1,112,87,94,113,244,174,203,95,142,75,129,180
mRNA:Solyc01g110930.1.1,13,6,15,21,91,69,96,21,18,9,30,55
mRNA:Solyc01g110940.3.1,27,38,14,55,48,133,70,73,36,8,56,66
mRNA:Solyc01g110980.4.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc01g110960.5.1,473,1051,735,1031,812,214,482,1180,384,258,500,979
mRNA:Solyc01g110970.4.1,50,53,112,93,15,44,60,55,30,23,49,53
mRNA:Solyc01g110990.3.1,3798,3396,2838,2970,3833,2560,3421,3713,4330,3130,1879,2787
mRNA:Solyc01g111000.4.1,77,69,76,124,32,43,87,93,82,84,70,58
mRNA:Solyc01g111010.4.1,85,36,73,85,46,113,70,80,99,137,83,72
mRNA:Solyc01g111020.3.1,3879,3506,3979,3669,7767,5326,7651,6717,4408,2611,5120,6576
mRNA:Solyc01g111030.2.1,202,100,197,130,0,0,0,0,59,268,0,0
mRNA:Solyc01g111040.4.1,10554,2651,10340,7833,6335,15344,9712,5155,6971,13059,12730,8521
mRNA:Solyc01g111050.4.1,4,1,8,0,67,143,76,68,4,32,87,107
mRNA:Solyc01g111060.4.1,8224,4699,5089,4662,4919,5629,5798,3653,8274,7531,3036,3702
mRNA:Solyc01g111070.3.1,199,203,506,223,124,31,110,76,54,341,80,117
mRNA:Solyc01g150176.2.1,29363,23649,38103,18435,20768,27402,21974,17357,25831,36774,16991,14845
mRNA:Solyc01g111100.6.1,42,565,286,413,241,78,141,927,92,18,488,771
mRNA:Solyc01g111090.3.1,2632,2932,2214,2550,2851,2374,2482,3069,3008,2600,2146,2571
mRNA:Solyc01g111110.4.1,2562,2937,1756,2679,1503,1315,1337,2138,2177,1521,2699,2395
mRNA:Solyc01g111130.4.1,772,882,675,805,1268,715,1126,1288,1022,680,674,918
mRNA:Solyc01g111120.4.1,6985,12234,10761,11334,9496,6542,7580,11729,10242,6736,7325,9238
mRNA:Solyc01g111140.3.1,1600,1469,1330,1389,1408,1544,1519,1659,1872,1666,1213,1537
